711_jpg.rf.002d0ff41e02c7add25b431b4eda65a9.jpg,416,416,4,88,250,226,285
711_jpg.rf.002d0ff41e02c7add25b431b4eda65a9.jpg,416,416,3,227,241,338,275
711_jpg.rf.002d0ff41e02c7add25b431b4eda65a9.jpg,416,416,2,91,288,225,323
711_jpg.rf.002d0ff41e02c7add25b431b4eda65a9.jpg,416,416,1,225,275,336,310
579_jpg.rf.0092595c4e9c825b7e245308e16bf2e3.jpg,416,416,2,131,88,161,147
579_jpg.rf.0092595c4e9c825b7e245308e16bf2e3.jpg,416,416,1,135,199,163,253
579_jpg.rf.0092595c4e9c825b7e245308e16bf2e3.jpg,416,416,G,140,294,166,341
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,20,201,254,219,270
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,19,171,252,188,266
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,18,200,273,220,289
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,17,172,270,187,284
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,16,201,293,218,308
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,15,172,289,188,303
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,13,201,311,218,327
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,12,172,307,187,322
1707_jpg.rf.021208ccbd25fdc37fc7f464cf66c6fa.jpg,416,416,11,201,331,219,347
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,7,132,138,195,246
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,8,215,126,270,230
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,4,140,260,196,355
709_jpg.rf.0195f4e2d82d6ac95a249a4b30475524.jpg,416,416,5,212,247,263,337
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,9,246,65,319,127
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,8,141,73,219,133
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,7,242,135,313,187
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,6,142,141,220,200
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,5,240,194,310,245
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,4,144,204,218,257
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,3,238,250,305,299
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,2,144,262,218,314
1334_jpg.rf.00a444ce8e28635dcb3d9976ad275bd6.jpg,416,416,1,236,305,298,349
2_jpg.rf.002c8290f2da739cfd7d5df117e3bfb8.jpg,416,416,2,204,93,275,144
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,M,189,41,225,100
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,3,193,130,225,180
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,2,197,204,226,248
1885_jpg.rf.00063d3bc5602c4a1c28406079630aa6.jpg,416,416,1,200,269,227,306
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,3,224,28,257,93
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,2,226,93,258,152
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,1,227,153,258,207
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,B,227,207,258,275
315_jpg.rf.00242c1e3404505a3de45bd01a473597.jpg,416,416,2,184,98,224,153
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,1,108,140,129,158
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,2,135,142,157,159
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,3,163,142,185,160
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,4,109,161,131,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,5,137,162,159,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,6,165,163,186,179
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,7,112,181,133,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,8,139,182,160,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,9,165,183,186,197
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,0,140,200,161,215
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,G,97,216,120,231
909_jpg.rf.01922346d0672b8fdcd7901698b97eba.jpg,416,416,G,116,217,136,231
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,5,111,144,150,196
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,6,191,146,230,202
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,3,110,219,149,271
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,4,188,219,227,277
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,1,110,289,146,343
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,2,188,297,225,350
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,C,110,358,146,409
821_jpg.rf.025469c692e26af3e47cb1c440741c8d.jpg,416,416,T,186,368,221,415
910_jpg.rf.02cd9f413747a063a3806f8d9b922c35.jpg,416,416,5,169,87,244,190
910_jpg.rf.02cd9f413747a063a3806f8d9b922c35.jpg,416,416,4,169,232,244,335
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,3,94,77,208,123
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,B,97,157,206,202
1632_jpg.rf.02e83fbb6e5e60e8151acfeb01eee1d9.jpg,416,416,2,217,118,329,163
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,3,179,87,222,122
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,2,183,132,225,164
2014_jpg.rf.0384f0b25af5d4eb2cfd47c468d66439.jpg,416,416,1,188,175,230,207
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,4,246,100,295,152
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,3,246,159,293,207
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,1,246,216,292,261
1723_jpg.rf.03a9b34b23ed9fcdbbc54692251d49a4.jpg,416,416,0,246,266,289,310
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,1,191,238,209,252
903_jpg.rf.0295e7ed3b435179e793b470b1a7ab1d.jpg,416,416,G,191,252,208,267
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,R,205,145,220,169
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,3,178,146,193,169
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,8,205,172,220,195
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,7,204,199,219,223
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,6,204,227,219,250
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,5,204,254,219,278
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,4,203,282,218,306
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,2,177,172,192,196
1364_jpg.rf.06920a51f3cc8709f87bca6abc1ba08a.jpg,416,416,1,177,199,191,222
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,G,134,320,183,364
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,M,138,263,183,307
1930_jpg.rf.06328ff81ecb3f2f04c5e5ef1164f434.jpg,416,416,0,137,199,182,245
